id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
11493,Donald Trump,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",need take control debate,128,19,2,3,0,1
11521,Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
3888,Chris Christie,Positive,None of the above,RT @ChrisChristie: I will make no apologies for protecting the lives and the safety of the American people. #GOPDebate https://t.co/gMaMj9n…,make apology protecting life safety american people,140,20,1,1,1,1
9931,No candidate mentioned,Positive,FOX News or Moderators,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews",great app watching debate thanks fox news please add option rate moderator,119,19,1,1,0,0
13585,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
3629,No candidate mentioned,Positive,None of the above,I just love @CarlyFiorina!! She owned last night 🙌🏼🇺🇸🐘 #GOPDebate #ycot http://t.co/6khqpdqpn9,love owned last night 🙌🏼🇺🇸🐘,94,12,2,1,1,0
7314,Ben Carson,Positive,None of the above,"@BenCarson2016 @SenTedCruz believable

#GOPDebate 

@megynkelly so #polished  #tough

@GovMikeHuckabee funny guy

Great #theater",believable funny guy great,128,13,4,4,0,0
3063,No candidate mentioned,Positive,FOX News or Moderators,Anyone else thought that @CarlyFiorina belonged on the prime time #GOPDebate ?,anyone else thought belonged prime time,78,12,1,1,0,0
7377,Rand Paul,Positive,None of the above,I'm really impressed with @RandPaul 's ability to NOT roll his eyes at @ChrisChristie #GOPDebate,really impressed ability roll eye,96,15,1,2,0,0
2305,Chris Christie,Positive,None of the above,RT @_MusicLuvr: @FoxNews #GOPDebate last night was good. @ChrisChristie &amp; surprisingly @RandPaul brought the fireworks.,last night good amp surprisingly brought firework,123,15,1,4,0,1
813,Ted Cruz,Positive,None of the above,"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTUS. HONESTY!",magnificent first suppo ted cruz potus would suppo running mate potus honesty,136,22,1,1,0,0
11725,Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,ask trump legitimate question look wallace face trump nail,121,18,2,1,0,1
7601,John Kasich,Positive,None of the above,I like what @JohnKasich said last night about @realDonaldTrump hitting a nerve in this country #GOPDebate #Trump https://t.co/wq2cxxGsai,like said last night hitting nerve country,136,18,2,2,1,0
8319,Ted Cruz,Positive,None of the above,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",president always tell truth said would,111,20,2,1,0,1
9931,No candidate mentioned,Positive,FOX News or Moderators,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews",great app watching debate thanks fox news please add option rate moderator,119,19,1,1,0,0
7521,Donald Trump,Positive,None of the above,"RT @TheBenWalters: Thanks to Trump, the #GOPDebate shattered viewership records. Many voters introduced to candidates they wouldn't know ex…",thanks trump shattered viewership record many voter introduced candidate wouldnt know ex…,140,19,1,1,0,1
1713,Donald Trump,Positive,Abortion,Trump: ‘I Would’ Shut Down the Gov’t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate,trump would shut gov defund planned parenthood obamacare woot,119,16,1,0,1,0
11642,Rand Paul,Positive,None of the above,Rand Paul has my vote #GopDebates #RandPaul,rand paul vote,43,7,2,0,0,0
1001,Mike Huckabee,Positive,None of the above,"Executive Experience Matters

#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",executive experience matter,135,13,9,0,1,0
11822,John Kasich,Positive,None of the above,#GOPDebates Kasich comes across as the most humane rep. on the stage.,kasich come across humane rep stage,69,12,1,0,0,0
7264,No candidate mentioned,Positive,FOX News or Moderators,"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate",totally stay tuned god megyn,73,11,1,1,0,1
665,No candidate mentioned,Positive,None of the above,"RT @NaughtyBeyotch: RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner  "" http://t.co/lX0RkaHzMQ",twitter declares winner,118,12,1,3,1,1
11760,John Kasich,Positive,LGBT issues,#Kasich I LOVE YOU!!!!!!! RT %#GOPDebates #Gaymarriage,love,54,7,3,0,0,0
745,No candidate mentioned,Positive,None of the above,Why's THIS the most retweeted comment of the #GOPDebate? B/C it's more truthful than anything any GOP candidate said https://t.co/nicl3cYjPs,why retweeted comment truthful anything gop candidate said,140,20,1,0,1,0
83,No candidate mentioned,Positive,None of the above,RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,great way sta friday,108,11,2,2,1,1
1417,Donald Trump,Positive,None of the above,17 candidates + #Trump makes the #GOPDebate interesting for a change! Top 10 moments from Thursday's debate http://t.co/1069hw6pbl,candidate make interesting change top moment thursday debate,130,18,2,0,1,0
5826,No candidate mentioned,Positive,None of the above,That #GOPDebate was straight up #privilegeporn.  Loved it!!!,straight loved,60,8,2,0,0,0
13555,Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
5721,No candidate mentioned,Positive,None of the above,Reguardless of your political stances I hope you took time to see the #GOPDebate I LOVE seeing genuine interest in U.S. politics.,reguardless political stance hope took time see love seeing genuine interest politics,129,22,1,0,0,0
5603,John Kasich,Positive,None of the above,"RT @FrankLuntz: John Kasich got a louder applause from the Q arena in Cleveland than LeBron James.

#GOPDebate",john kasich got louder applause arena cleveland lebron james,110,18,1,1,0,1
2066,Donald Trump,Positive,None of the above,RT @JohnGGalt: “We don't have time for tone...we have to go out and get the job done.” —Donald Trump #GOPDebate http://t.co/mIYhIPDkqs,dont time tonewe get job done —donald trump,134,21,1,1,1,1
12737,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
8854,No candidate mentioned,Positive,None of the above,RT @joeykramer: @Aerosmith Headed out to the #GOPDebates in Cleveland should be interesting #MotleyCrue,headed cleveland interesting,103,14,2,2,0,1
1854,No candidate mentioned,Positive,FOX News or Moderators,"RT @bensherwood: Across the TV news aisle, a salute to Chris Wallace, @BretBaier and @megynkelly @FoxNews for smart, sharp, unflinching que…",across news aisle salute chris wallace sma sharp unflinching que…,140,21,0,4,0,1
5727,Marco Rubio,Positive,,RT @sfloridastorm: #GOPDebate was great becuz of great GOP candidates &amp; great @FoxNews questions. @marcorubio WINS! Top of the Class. http:…,great becuz great gop candidate amp great question win top class,144,21,1,3,1,1
8344,Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",three best performance order imho carly fiorina amp ben carson amp marco rubio,130,20,1,1,0,1
1952,No candidate mentioned,Positive,FOX News or Moderators,"genuinely impressed by @megynkelly. Thanks for your thoughtful questions on women, foreign policy, and race #GOPDebate",genuinely impressed thanks thoughtful question woman foreign policy race,118,16,1,1,0,0
3519,No candidate mentioned,Positive,None of the above,RT @fangsbites: A 16.0 overnight rating for the #GOPDebate? That's a huge viewership if that holds. http://t.co/UT70835vNr,overnight rating thats huge viewership hold,122,17,1,1,1,1
7521,Donald Trump,Positive,None of the above,"RT @TheBenWalters: Thanks to Trump, the #GOPDebate shattered viewership records. Many voters introduced to candidates they wouldn't know ex…",thanks trump shattered viewership record many voter introduced candidate wouldnt know ex…,140,19,1,1,0,1
8563,Donald Trump,Positive,None of the above,Donald Trump's  best lines from the first GOP debate   #Debates #GOPDebates #DonaldTrump http://t.co/1cSlxvIcwp,donald trump best line first gop debate,111,13,3,0,1,0
9974,Donald Trump,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
7101,Donald Trump,Positive,FOX News or Moderators,"@mcbyrne Trump did NOT threaten Megyn Kelly, drama queen. #GOPDebate #FOXNEWSDEBATE #FoxDebate",trump threaten megyn kelly drama queen,94,12,3,1,0,0
5162,No candidate mentioned,Positive,None of the above,".@CNN is breaking down the debate with fact checks, good to see the media actually holding some of the candidates accountable. #GOPDebate",breaking debate fact check good see medium actually holding candidate accountable,137,22,1,1,0,0
7443,Donald Trump,Positive,None of the above,@FoxNews @megynkelly @DanaPerino @GOP #RNC @Reince -&gt; WE raised OUR hands too! #GOPDebate @realDonaldTrump #MakeAmericaGreatAgain #NoAmnesty,raised hand,143,16,4,6,0,0
64,No candidate mentioned,Positive,None of the above,"RT @_Holly_Renee: Just made my first donation to @CarlyFiorina.
So impressed by her #GOPDebate performance.
#Fiorina http://t.co/JLfhFvZ7ST",made first donation impressed performance,139,17,2,2,1,1
1061,Ted Cruz,Positive,None of the above,"RT @Gabby_Hoffman: Best @tedcruz line re #GOPDebate: ""I will fight to defend liberty because my family knows what it's like to lose it"" htt…",best line fight defend libey family know like lose htt…,140,24,1,2,0,1
13850,Marco Rubio,Positive,None of the above,RT @kaylasmith4791: Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint,really enjoyed everything say last night,118,14,3,2,0,1
4103,Donald Trump,Positive,None of the above,#DonaldTrump Wins #GOPDebate  https://t.co/mR3eHwanVz,win,53,4,2,0,1,0
11864,Donald Trump,Positive,None of the above,#Trump calls @JebBush a gentleman. #GOPdebates,call gentleman,46,6,2,1,0,0
12832,Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
9860,Ben Carson,Positive,None of the above,"Who won the #GOPDebates ? I'd say it's between Carson, Cruz, and Trump.",say carson cruz trump,71,13,1,0,0,0
7033,John Kasich,Positive,None of the above,I wouldn't mind John Kasich as my next president! #Kasich4Us #Kasich #GOPDebate,wouldnt mind john kasich next president,79,12,3,0,0,0
4943,Ben Carson,Positive,Racial issues,RT @johncardillo: Dr. Carson's POV on race was class and brilliance personified. #GOPDebate,carson pov race class brilliance personified,91,13,1,1,0,1
2761,No candidate mentioned,Positive,None of the above,Where can I watch the #GOPDebate from last night (the 8pm one),watch last night one,62,12,1,0,0,0
1796,No candidate mentioned,Positive,None of the above,#BenedictCumberbatch showed #US   #Instagram #Luv #Lazers #StraightOutta #Brooklyn on fleek like the #GOPDebate http://t.co/eaDMd4rhMs,showed fleek like,134,14,8,0,1,0
5107,John Kasich,Positive,None of the above,RT @cenkuygur: John Kasich is doing something bold- not pandering to the base.Wonder if he gets points for courage.Maybe gets respect for t…,john kasich something bold pandering basewonder get point couragemaybe get respect,140,23,0,1,0,1
11038,Mike Huckabee,Positive,Foreign Policy,Mike Huckabee quoting Limp Bizkit lyrics for his military talking points #BreakStuff #GOPDebates,mike huckabee quoting limp bizkit lyric military talking point,96,13,2,0,0,0
5279,Donald Trump,Positive,None of the above,That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),moment graduated high school watch,100,17,2,0,0,0
6290,No candidate mentioned,Positive,None of the above,"Watched the #GOPDebate, but kept thinking, ""This is the real answer 2 America's problems!"" #seekweek15 @LifeAction  https://t.co/DJcj7BHGZb",watched kept thinking real answer america problem,139,17,2,1,1,0
8399,No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,enjoyed looking forward next,98,13,2,1,0,1
8488,No candidate mentioned,Positive,None of the above,Yeah all the candidates are going to repel Obamacare and replace it with something! Go GOP! #GOPDebates,yeah candidate going repel obamacare replace something gop,103,17,1,0,0,0
3506,Marco Rubio,Positive,None of the above,RT @TeamMarcoNY: .@marcorubio is the LEADER we need to save this country and the American Dream! #GOPDebate #TeamMarco http://t.co/gC1hKxJA…,leader need save country american dream,140,19,2,2,1,1
2554,Ted Cruz,Positive,None of the above,"RT @Laural4705: #GOPDebate my opinion, cruz had the best closing remarks, explaining his plan and vision for America. He was passionate, de…",opinion cruz best closing remark explaining plan vision america passionate de…,140,22,1,1,0,1
7974,No candidate mentioned,Positive,None of the above,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.,happiest person america today watching debate hrc,102,15,1,1,0,1
